product_id,name,category,price
637,Cabbage Slaw Mix,Computers,2.29
638,Adjustable Skipping Rope,Jewelry,12.99
639,Sporty Cap,Sports,15.99
640,Vegetable and Cheese Quesadillas,Tools,6.99
641,Roasted Red Pepper Dip,Toys,3.29
642,Ginger Turmeric Tea,Computers,3.49
643,Memory Card,Kids,15.99
644,Salt and Pepper Grinder Set,Tools,19.99
645,Luxury Memory Foam Mattress Topper,Sports,129.99
646,Foam Roller for Muscle Recovery,Baby,29.99
647,Wireless Earbuds,Clothing,69.99
648,Backpacking Tent,Clothing,109.99
649,Wireless Earbud Silicone Covers,Home,9.99
650,Basil Tomato Soup,Toys,2.99
651,Pineapple Teriyaki Chicken Mix,Electronics,6.99
652,Suede Ankle Booties,Electronics,79.99
653,Chocolate Coconut Granola,Outdoors,3.79
654,Smart Thermostat with Wi-Fi,Garden,169.99
655,Elderberry Syrup,Home,11.99
656,Reusable Silicone Food Storage Bags,Kids,19.99
657,Bicycle Lock,Grocery,29.99
658,Vegan Mayonnaise,Jewelry,4.49
659,Portable Massage Table,Clothing,199.99
660,Smartphone Car Mount with Wireless Charging,Toys,39.99
661,Faux Fur Throw Blanket,Beauty,39.99
662,Honey Wheat Pretzels,Beauty,3.49
663,Chickpea Pancakes,Computers,4.99
664,Smart Doorbell,Tools,119.99
665,Organic Vanilla Bean Ice Cream,Shoes,5.99
666,Garlic Herb Seasoning,Industrial,1.99
667,Garlic Parmesan Roasted Nuts,Electronics,4.89
668,Mint Chocolate Chip Ice Cream,Toys,4.99
669,Cotton Quilted Throw Blanket,Health,39.99
670,Cauliflower Pizza Crust,Toys,5.99
671,Chipotle Black Bean Burger,Games,4.99
672,Baby Monitor,Movies,79.99
673,Cheesy Cauliflower Bake,Automotive,5.49
674,Men's Waterproof Hiking Boots,Games,89.99
675,Smartphone Tripod with Remote,Jewelry,29.99
676,Non-Stick Grill Mat,Music,19.99
677,Portable UV Sterilizer,Toys,19.99
678,Yoga Strap,Garden,12.99
679,Black Olives,Shoes,1.99
680,Electric Pressure Washer,Clothing,199.99
681,LED Strip Lights Kit,Grocery,29.99
682,Aged White Cheddar Popcorn,Garden,2.99
683,Stuffed Peppers with Quinoa,Shoes,7.99
684,Chipotle Black Bean Burger,Industrial,4.99
685,Motion Sensor Light,Computers,19.99
686,Kids' Activity Book,Health,14.99
687,Smart Light Bulbs,Beauty,34.99
688,Indian Curry Sauce,Garden,3.69
689,Bamboo Charcoal Air Purifier Bags,Grocery,12.99
690,Veggie Burger Patties,Baby,5.99
691,Ramen Noodle Soup Cups,Toys,1.29
692,Ceramic Non-Stick Frying Pan,Electronics,39.99
693,Mango Chia Pudding,Games,4.49
694,Bamboo Cutting Board,Movies,22
695,Organic Green Tea,Home,4.29
696,Travel Beach Blanket,Electronics,29.99
697,Foldable Yoga Mat,Kids,29.99
698,Action Camera,Industrial,199.99
699,Maple Breakfast Sausage,Shoes,5.99
700,Solar Power Bank,Garden,39.99
701,Organic Whole Wheat Flour,Shoes,2.99
702,Smartphone Photography Ring Light,Movies,29.99
703,Car Phone Mount,Outdoors,15.99
704,Creamy Coleslaw Mix,Movies,2.39
705,Printed Maxi Skirt,Toys,39.99
706,Zucchini Noodle Pasta,Sports,3.99
707,Portable Dog Water Bottle,Movies,18.99
708,Compact Pop-Up Tent,Kids,69.99
709,Chicken Fajita Kit,Outdoors,8.99
710,Sweet Chili Thai Sauce,Grocery,3.49
711,Travel Sewing Kit,Beauty,12.99
712,Pork Tenderloin,Home,10.99
713,Roasted Red Pepper Sauce,Movies,3.29
714,LED Flashing Pet Collar,Books,14.99
715,Pet Bed with Removable Cover,Beauty,49.99
716,Chili Powder,Jewelry,2.09
717,Tattoo Kit,Beauty,99.99
718,Kettle BBQ Grill,Toys,99.99
719,Cinnamon Sugar Mix,Sports,1.49
720,Classic Pesto Sauce,Home,4.29
721,Window A/C Unit,Baby,299.99
722,Adjustable Height Standing Desk Converter,Books,89.99
723,Ultraviolet Phone Sanitizer,Movies,39.99
724,Pet Hair Removal Roller,Music,10.99
725,Smartphone Hand Grip,Kids,9.99
726,Foot Spa Bath Massager,Electronics,59.99
727,Folding Pocket Knife,Games,24.99
728,Wireless Wi-Fi Extender,Games,49.99
729,Air Fryer Oven,Automotive,149.99
730,Self-Watering Planters,Baby,49.99
731,Whole Grain Hamburger Buns,Grocery,2.69
732,Organic Spinach,Automotive,2.99
733,Chickpea Pasta,Computers,4.19
734,Portable Hand Warmer,Electronics,24.99
735,Pet Grooming Brush,Outdoors,19.99
736,Tandoori Chicken Skewers,Games,7.99
737,Vegan Mayonnaise,Grocery,4.49
738,Whole Roasted Chicken,Beauty,9.99
739,Dried Apricots,Garden,3.79
740,Self-Inflating Camping Mattress,Clothing,49.99
741,Thai Peanut Noodles,Beauty,4.99
742,Soft Plush Throw Blanket,Movies,29.99
743,Key Finder,Music,19.99
744,Chili Garlic Sauce,Health,2.49
745,Portable Pet Pooper Scooper,Sports,12.99
746,Pet Grooming Kit,Music,39.99
747,Vegetable Lentil Soup,Home,3.49
748,Eggs (dozen),Sports,2.99
749,Pet Carrier,Tools,39.99
750,Mini Air Hockey Table,Electronics,39.99
751,Herb Seasoned Couscous,Industrial,2.49
752,Lemon Herb Grilled Chicken,Clothing,9.99
753,Rechargeable Laptop Battery Pack,Electronics,49.99
754,Shoe Organizer,Movies,39.99
755,Smart Water Bottle with Hydration Reminder,Computers,39.99
756,Basil Pesto Pasta,Jewelry,6.49
757,Sliced Strawberries,Toys,4.99
758,Folding Exercise Bike,Sports,199.99
759,Italian Sausage Links,Clothing,5.99
760,Spicy Beef Taco Mix,Toys,1.99
761,Motorcycle Phone Mount,Computers,14.99
762,Yoga Wheel,Automotive,34.99
763,Laptop Backpack,Music,69.99
764,Kale Salad Kit,Tools,4.99
765,Barbecue Chicken Pizza,Clothing,8.99
766,Herbal Tea Set,Outdoors,19.99
767,Andouille Sausage,Tools,5.49
768,Pineapple Salsa,Computers,4.29
769,Almond Butter Granola Bars,Kids,4.99
770,Sweet Cherry Tomatoes,Movies,2.99
771,Cajun Seasoning,Outdoors,1.99
772,Rustic Italian Bread,Health,3.59
773,Foam Building Blocks for Kids,Health,22.99
774,Crispy Tofu Bites,Home,4.99
775,Spicy Tuna Salad,Automotive,4.49
776,Sous Vide Cooker,Home,79.99
777,Mini Electric Kettle,Electronics,29.99
778,Wireless Keyboard and Mouse Combo,Electronics,34.99
779,Teriyaki Chicken Wings,Automotive,10.99
780,Jasmine Rice,Home,2.39
781,Instant Mashed Potatoes,Baby,1.79
782,Beef Stroganoff Meal Kit,Books,12.99
783,Mini Food Processor,Toys,39.99
784,3D Night Light,Kids,19.99
785,Avocado Lime Dressing,Electronics,4.29
786,Herbal Tea Set,Baby,19.99
787,Caramelized Onion Dip,Books,3.99
788,Folding Table,Grocery,59.99
789,Mediterranean Chickpea Bowl,Jewelry,6.49
790,Portable Air Purifier,Music,69.99
791,Electric Toothbrush Holder,Kids,14.99
792,Lentil Pasta,Beauty,4.99
793,Essential Oils Diffuser Necklace,Kids,19.99
794,Chocolate Chip Cookie Mix,Industrial,2.49
795,Backpack,Clothing,49.99
796,Travel Beach Blanket,Baby,29.99
797,Vegetable Korma,Games,6.49
798,Electric Knife,Grocery,39.99
799,Organic Baby Carrots,Health,2.99
800,Mini Fondue Set,Kids,34.99
801,Garlic Naan Bread,Baby,3.99
802,Salsa Verde,Games,3.49
803,Wall-Mounted Organizer,Movies,34.99
804,Greek Yogurt Parfait,Books,4.49
805,Bluetooth Shower Speaker,Toys,24.99
806,Trail Mix (Deluxe),Outdoors,4.59
807,Wire Shelving Unit,Electronics,69.99
808,Coconut Chips,Home,3.59
809,Tomato Sauce,Tools,2.79
810,Basil Tomato Soup,Baby,2.99
811,Kids' Educational Tablet,Computers,129.99
812,Trackpad for Laptop,Home,49.99
813,Chocolate Coconut Protein Balls,Computers,2.99
814,Pasta Maker Machine,Baby,59.99
815,Smoked Salmon,Shoes,14.99
816,Sweet Potato Mash,Toys,3.99
817,Teriyaki Beef Jerky,Games,5.49
818,DIY Lip Balm Making Kit,Electronics,22.99
819,Black Bean & Corn Salad,Home,3.99
820,Ground Turkey,Tools,5.49
821,Fitness Smartwatch,Automotive,99.99
822,Multi-Cooker,Games,89.99
823,Pineapple Coconut Rice Mix,Books,3.99
824,Ripped Boyfriend Jeans,Home,54.99
825,Body Wash,Automotive,12.99
826,Oven-Baked Parmesan Zucchini,Sports,4.99
827,Incense Holder,Garden,14.99
828,Portable Air Conditioner,Automotive,299.99
829,Dried Cranberries,Games,4.29
830,Garden Vegetable Soup,Garden,3.29
831,Vegetable Stock,Clothing,2.49
832,Digital Camera,Industrial,299.99
833,Feta Cheese,Games,4.99
834,Self-Adhesive Wallpaper,Home,34.99
835,Tennis Racket,Kids,89.99
836,Pumpkin Puree,Health,2.99
837,Plant-Based Meal Prep Containers,Books,18.99
838,Hiking Water Bottle with Filter,Books,29.99
839,Reusable Silicone Food Storage Bags,Grocery,19.99
840,Pumpkin Waffles,Electronics,4.49
841,Adjustable Bar Stools,Books,149.99
842,Low-Fat Cottage Cheese,Clothing,2.99
843,Portable Solar Camp Shower,Sports,29.99
844,Foam Muscle Roller,Kids,24.99
845,Sesame Oil,Movies,3.99
846,Fitness Mat,Industrial,49.99
847,Spicy Tuna Salad,Toys,4.49
848,Fitness Smartwatch,Movies,99.99
849,Vegetable Spring Rolls,Baby,6.49
850,Digital Camera,Tools,299.99
851,Turmeric Ginger Tea,Automotive,3.29
852,Set of Measuring Spoons,Outdoors,12.99
853,Blue Corn Tortilla Chips,Shoes,3.49
854,Sesame Garlic Noodles,Home,3.49
855,Pineapple Coconut Yogurt,Grocery,4.49
856,Organic Tomato Ketchup,Tools,3.49
857,Coffee Subscription Service,Home,29.99
858,Vegetable Spring Rolls,Jewelry,6.49
859,Pet Travel Bed,Electronics,26.99
860,Electric Griddle with Lid,Books,49.99
861,Electric Butter Churn,Movies,49.99
862,Coconut Water,Electronics,2.49
863,Feta Cheese,Shoes,4.99
864,High-Speed Blender,Automotive,99.99
865,Kids' Art Easel,Baby,58.99
866,Creamy Tomato Basil Soup,Grocery,3.29
867,Organic Sweet Potatoes,Toys,1.99
868,Basil Lemonade,Toys,2.99
869,Eco-Friendly Notepad,Tools,8.99
870,Pineapple Coconut Bars,Shoes,3.79
871,Travel Organizer,Garden,22.99
872,Canned Coconut Milk,Games,1.89
873,Corn Tortillas,Tools,2.49
874,Compact Shoe Rack,Computers,34.99
875,Vanilla Ice Cream,Music,4.99
876,Apple Cinnamon Granola,Baby,4.49
877,Chocolate Almond Milk,Industrial,2.79
878,Portable Pet Water Bottle,Grocery,18.99
879,Sweet BBQ Dipping Sauce,Games,3.49
880,Tomato Basil Pasta Sauce,Electronics,3.99
881,Marinated Artichokes,Movies,3.79
882,Portable Pet Pooper Scooper,Jewelry,12.99
883,DIY Lip Balm Making Kit,Tools,22.99
884,Cilantro Lime Rice,Health,2.99
885,Fishing Rod,Movies,49.99
886,Creamy Tomato Basil Soup,Books,3.29
887,Golf Polo Shirt,Outdoors,39.99
888,Smartphone Tripod,Music,29.99
889,Freestanding Wine Rack,Electronics,79.99
890,Berries Medley,Beauty,6.99
891,Digital Food Thermometer,Baby,19.99
892,Smart Thermos,Grocery,39.99
893,Travel Laundry Bag,Computers,9.99
894,Compact Hair Dryer,Music,29.99
895,Wireless HDMI Transmitter,Grocery,79.99
896,Garlic and Herb Cream Cheese,Toys,3.49
897,Sustainable Wooden Toys,Jewelry,29.99
898,Electric Butter Churn,Kids,49.99
899,Almond Flour Tortillas,Electronics,4.99
900,Portable Refrigerator Freezer,Beauty,299.99
901,Cinnamon Sugar Tortilla Chips,Games,3.29
902,Camping Chair with Cooler,Beauty,49.99
903,Energy Bites,Tools,3.99
904,Collapsible Camping Cup,Baby,9.99
905,Balsamic Glaze,Books,4.79
906,Portable Solar Camp Shower,Books,29.99
907,Berries Medley,Kids,6.99
908,Vegetable Medley,Jewelry,2.99
909,Interchangeable Watch Bands,Jewelry,24.99
910,Canned Black Beans,Movies,1.29
911,Outdoor Mosquito Repellent Lantern,Books,34.99
912,Thai Green Curry Paste,Home,2.49
913,Water Bottle with Built-in Fruit Infuser,Movies,18.99
914,Energy Protein Bars,Music,2.29
915,Creamy Garlic Dressing,Games,3.99
916,Oven Mitts,Music,15.99
917,Balsamic Salad Dressing,Clothing,2.99
918,Leek and Potato Soup,Grocery,3.29
919,Plant-Based Cookbook,Jewelry,29.99
920,Pet Reflective Vest,Garden,18.99
921,Portable Solar Charger,Beauty,29.99
922,Grapes (red),Sports,3.49
923,Ergonomic Gaming Chair,Toys,199.99
924,Wireless HDMI Receiver,Games,49.99
925,Wall-Mounted Wine Rack,Automotive,39.99
926,Scented Soy Candles,Kids,19.99
927,Organic Coconut Sugar,Toys,4.19
928,Adjustable Dumbbells,Health,249.99
929,Greek Yogurt Parfait,Outdoors,4.49
930,Organic Chia Seeds,Kids,7.99
931,Wireless Security Camera,Home,109.99
932,Tomato Basil Pasta Sauce,Computers,3.99
933,Kids' Gardening Kit,Beauty,24.99
934,Thermostatic Shower Valve Kit,Computers,39.99
935,Coconut Water,Computers,2.49
936,Watering Can with Nozzle,Clothing,19.99
937,Pet Water Bottle,Tools,18.99
938,Hummus,Games,4.29
939,Heated Throw Blanket,Music,49.99
940,Vintage Button-Down Shirt,Clothing,45.99
941,BBQ Sauce,Automotive,3.49
942,Vegetable Stir Fry Mix,Kids,3.29
943,Bike Helmet,Garden,34.99
944,Electric Egg Cooker,Computers,29.99
945,Organic Brown Sugar,Health,2.49
946,Nut Butter Cups,Music,3.99
947,Karaoke Microphone,Baby,39.99
948,Eco-Friendly Stainless Steel Straws,Kids,12.99
949,Spiralizer,Tools,22.99
950,Electric Griddle,Music,54.99
951,DIY Candle Kit,Baby,34.99
952,Phone Screen Protector,Music,12.99
953,Sesame Oil,Health,3.99
954,Collapsible Pet Dog Bowl,Garden,9.99
955,Smart Light Bulbs,Shoes,34.99
956,Almond Quinoa Salad,Sports,5.99
957,Smartphone UV Sanitizer,Jewelry,39.99
958,Cheesy Broccoli Soup Mix,Tools,2.99
959,Ceramic Bakeware Set,Health,49.99
960,Deep Tissue Massage Gun,Automotive,89.99
961,Honey Sesame Chicken,Health,8.99
962,Bock Beer Mustard,Beauty,2.29
963,Teriyaki Beef Strips,Shoes,7.49
964,Spicy Tuna Rolls,Tools,6.49
965,Couscous Mix,Automotive,2.49
966,Phone Case,Home,14.99
967,Wall-Mounted Spice Rack,Jewelry,39.99
968,Lemon Herb Quinoa,Toys,3.49
969,Balsamic Glazed Brussels Sprouts,Baby,4.99
970,Cauliflower Gnocchi,Clothing,3.59
971,Electric Heating Pad,Electronics,20.99
972,Quinoa and Kale Salad Kit,Computers,5.29
973,Portable Phone Charger,Automotive,29.99
974,Wall Art,Toys,45
975,Watercolor Paint Set,Clothing,19.99
976,Silicone Baking Molds,Automotive,15.99
977,Digital Wireless Camera,Shoes,199.99
978,Salsa Verde,Shoes,3.49
979,Lightweight Rain Jacket,Beauty,79.99
980,Honey Graham Crackers,Garden,3.29
981,Electric Razor,Movies,59.99
982,Portable SSD,Toys,129.99
983,Instant Pot,Home,89.99
984,Camera Tripod,Games,49.99
985,Portable Laptop Table,Home,39.99
986,Luxury Memory Foam Mattress Topper,Shoes,129.99
987,Window Bird Feeder with Suction Cups,Toys,28.99
988,Manual Coffee Grinder,Shoes,22.99
989,Professional Chef Knife,Music,89.99
990,Frozen Chicken Nuggets,Baby,4.49
991,Noise Cancelling Ear Muffs,Computers,24.99
992,Coconut Yogurt,Outdoors,3.89
993,Bamboo Bathtub Caddy,Electronics,34.99
994,BBQ Jackfruit,Home,4.29
995,Wine Glasses,Computers,29.99
996,Folding Backpack Chair,Automotive,49.99
997,Luxury Memory Foam Mattress Topper,Shoes,129.99
998,Chocolate Chip Pancake Mix,Toys,3.99
999,Reusable Silicone Food Storage Bags,Automotive,19.99
1000,Fall-Themed Table Runner,Industrial,19.99
